model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 Golf,2018,12995,Manual,24601,Diesel,145.0,61.4,1.6,vw
 Golf,2016,10998,Manual,32725,Diesel,0.0,74.3,1.6,vw
 Golf,2017,17788,Semi-Auto,21859,Diesel,30.0,62.8,2.0,vw
 Golf,2019,12498,Manual,15232,Diesel,145.0,57.7,1.6,vw
 Golf,2017,12298,Manual,16921,Diesel,0.0,74.3,1.6,vw
 Golf,2017,17795,Manual,27000,Diesel,145.0,60.1,2.0,vw
 Golf,2017,17298,Manual,28587,Diesel,145.0,60.1,2.0,vw
 Golf,2019,17298,Manual,10787,Petrol,145.0,47.1,1.5,vw
 Golf,2019,17498,Manual,6589,Petrol,145.0,47.1,1.5,vw
 Golf,2017,16500,Semi-Auto,18939,Petrol,20.0,60.1,1.4,vw
 Golf,2016,12495,Manual,16000,Petrol,30.0,53.3,1.4,vw
 Golf,2019,18798,Semi-Auto,7324,Diesel,145.0,52.3,2.0,vw
 Golf,2019,15998,Semi-Auto,15001,Petrol,145.0,45.6,1.0,vw
 Golf,2019,17298,Manual,6206,Petrol,145.0,47.1,1.5,vw
 Golf,2013,8298,Manual,27891,Petrol,30.0,53.3,1.4,vw
 Golf,2020,31498,Semi-Auto,20,Petrol,150.0,32.8,2.0,vw
 Golf,2019,24995,Semi-Auto,2312,Diesel,145.0,49.6,2.0,vw
 Golf,2015,8998,Manual,30788,Petrol,30.0,53.3,1.4,vw
 Golf,2019,17298,Manual,8392,Petrol,145.0,47.1,1.5,vw
 Golf,2019,22998,Manual,18843,Petrol,150.0,37.2,2.0,vw
 Golf,2016,16298,Manual,25360,Diesel,20.0,67.3,2.0,vw
 Golf,2016,18495,Manual,34930,Diesel,20.0,67.3,2.0,vw
 Golf,2017,12495,Manual,20000,Petrol,30.0,53.3,1.4,vw
 Golf,2016,12495,Manual,24943,Petrol,30.0,53.3,1.4,vw
 Golf,2016,10295,Manual,40546,Diesel,0.0,74.3,1.6,vw
 Golf,2014,11498,Manual,73009,Diesel,20.0,67.3,2.0,vw
 Golf,2018,19495,Manual,15396,Diesel,145.0,60.1,2.0,vw
 Golf,2019,16795,Semi-Auto,10173,Diesel,145.0,52.3,1.6,vw
 Golf,2016,10995,Manual,26327,Diesel,0.0,74.3,1.6,vw
 Golf,2015,16998,Manual,43417,Petrol,200.0,39.8,2.0,vw
 Golf,2015,9998,Manual,46026,Petrol,30.0,53.3,1.4,vw
 Golf,2015,11198,Semi-Auto,33843,Petrol,30.0,53.3,1.4,vw
 Golf,2016,15298,Semi-Auto,18099,Petrol,20.0,60.1,1.4,vw
 Golf,2017,13898,Semi-Auto,19633,Petrol,30.0,53.3,1.4,vw
 Golf,2015,16995,Manual,51244,Petrol,205.0,39.8,2.0,vw
 Golf,2014,15998,Manual,41201,Petrol,200.0,39.8,2.0,vw
 Golf,2016,12998,Manual,16793,Petrol,30.0,53.3,1.4,vw
 Golf,2013,6998,Manual,68931,Diesel,0.0,68.9,1.6,vw
 Golf,2017,11698,Manual,20618,Diesel,145.0,61.4,1.6,vw
 Golf,2019,22798,Semi-Auto,14,Diesel,145.0,53.3,2.0,vw
 Golf,2017,14498,Semi-Auto,8189,Diesel,20.0,68.9,1.4,vw
 Golf,2015,10998,Semi-Auto,30552,Petrol,30.0,56.5,1.4,vw
 Golf,2015,10298,Manual,35381,Petrol,30.0,53.3,1.4,vw
 Golf,2013,6498,Manual,81025,Diesel,0.0,68.9,1.6,vw
 Golf,2016,15498,Manual,22487,Diesel,20.0,67.3,2.0,vw
 Golf,2015,8520,Manual,33785,Diesel,0.0,74.3,1.6,vw
 Golf,2015,18440,Manual,16794,Petrol,200.0,39.8,2.0,vw
 Golf,2017,16498,Manual,26175,Petrol,145.0,47.1,2.0,vw
 Golf,2015,9698,Manual,49476,Petrol,30.0,53.3,1.4,vw
 Golf,2020,31498,Semi-Auto,50,Petrol,150.0,32.8,2.0,vw
 Golf,2020,21498,Semi-Auto,50,Diesel,150.0,53.3,2.0,vw
 Golf,2020,30498,Semi-Auto,50,Petrol,150.0,32.8,2.0,vw
 Golf,2020,21998,Manual,50,Petrol,150.0,47.9,1.5,vw
 Golf,2020,21498,Semi-Auto,50,Diesel,150.0,53.3,2.0,vw
 Golf,2019,23995,Manual,3000,Petrol,145.0,37.7,2.0,vw
 Golf,2015,12990,Manual,74166,Diesel,20.0,67.3,2.0,vw
 Golf,2016,16647,Manual,14027,Petrol,145.0,47.1,2.0,vw
 Golf,2013,7380,Manual,34750,Petrol,30.0,57.6,1.2,vw
 Golf,2019,24995,Manual,1903,Petrol,145.0,37.7,2.0,vw
 Golf,2017,17498,Semi-Auto,23828,Diesel,30.0,62.8,2.0,vw
 Golf,2019,19998,Manual,15,Diesel,145.0,62.8,2.0,vw
 Golf,2016,11998,Manual,28982,Diesel,0.0,74.3,1.6,vw
 Golf,2015,10298,Manual,39726,Petrol,30.0,53.3,1.4,vw
 Golf,2020,29995,Semi-Auto,3569,Petrol,145.0,32.8,2.0,vw
 Golf,2019,23995,Semi-Auto,12332,Diesel,145.0,49.6,2.0,vw
 Golf,2020,21498,Semi-Auto,10,Diesel,150.0,53.3,2.0,vw
 Golf,2019,17898,Manual,1,Diesel,145.0,57.7,1.6,vw
 Golf,2016,12398,Manual,20735,Petrol,30.0,53.3,1.4,vw
 Golf,2018,23495,Semi-Auto,12200,Petrol,145.0,37.7,2.0,vw
 Golf,2016,10995,Manual,37950,Petrol,30.0,53.3,1.4,vw
 Golf,2019,25995,Semi-Auto,10000,Diesel,145.0,49.6,2.0,vw
 Golf,2016,16995,Manual,22774,Petrol,145.0,47.1,2.0,vw
 Golf,2015,11498,Manual,18591,Petrol,30.0,53.3,1.4,vw
 Golf,2015,13998,Manual,44225,Diesel,20.0,67.3,2.0,vw
 Golf,2016,13998,Semi-Auto,13250,Petrol,30.0,53.3,1.4,vw
 Golf,2016,11798,Semi-Auto,39126,Petrol,0.0,65.7,1.0,vw
 Golf,2019,19998,Manual,15,Diesel,145.0,57.7,1.6,vw
 Golf,2016,10998,Manual,39995,Petrol,30.0,53.3,1.4,vw
 Golf,2020,21498,Semi-Auto,10,Diesel,150.0,53.3,2.0,vw
 Golf,2017,18998,Manual,16015,Diesel,20.0,67.3,2.0,vw
 Golf,2016,12498,Manual,13911,Petrol,30.0,53.3,1.4,vw
 Golf,2017,15498,Manual,23926,Diesel,20.0,68.9,2.0,vw
 Golf,2017,11498,Manual,30062,Diesel,0.0,74.3,1.6,vw
 Golf,2019,20998,Semi-Auto,10,Diesel,145.0,54.3,1.6,vw
 Golf,2019,20998,Semi-Auto,10,Diesel,145.0,54.3,1.6,vw
 Golf,2017,17998,Manual,20481,Diesel,20.0,67.3,2.0,vw
 Golf,2020,21498,Semi-Auto,10,Diesel,150.0,53.3,2.0,vw
 Golf,2020,30498,Semi-Auto,10,Petrol,150.0,32.8,2.0,vw
 Golf,2020,30498,Semi-Auto,10,Petrol,150.0,32.8,2.0,vw
 Golf,2017,13298,Manual,10191,Petrol,30.0,53.3,1.4,vw
 Golf,2017,13998,Manual,34457,Petrol,20.0,60.1,1.4,vw
 Golf,2016,12998,Manual,11330,Petrol,30.0,53.3,1.4,vw
 Golf,2016,10998,Manual,32240,Diesel,0.0,74.3,1.6,vw
 Golf,2016,14677,Manual,42146,Diesel,20.0,67.3,2.0,vw
 Golf,2016,15887,Manual,25357,Diesel,20.0,67.3,2.0,vw
 Golf,2016,9998,Manual,57395,Diesel,0.0,74.3,1.6,vw
 Golf,2014,8198,Manual,42339,Diesel,0.0,68.9,1.6,vw
 Golf,2019,19450,Semi-Auto,3700,Diesel,145.0,52.3,2.0,vw
 Golf,2016,13295,Manual,32700,Diesel,20.0,68.9,2.0,vw
 Golf,2019,18950,Semi-Auto,4392,Diesel,150.0,52.3,2.0,vw
 Golf,2015,11998,Manual,67125,Diesel,20.0,67.3,2.0,vw
 Golf,2019,17298,Manual,6841,Petrol,145.0,47.1,1.5,vw
 Golf,2016,18498,Semi-Auto,14731,Petrol,160.0,44.1,2.0,vw
 Golf,2019,17298,Manual,5784,Petrol,145.0,47.1,1.5,vw
 Golf,2019,20398,Manual,10,Diesel,145.0,57.7,1.6,vw
 Golf,2019,19450,Semi-Auto,3935,Diesel,150.0,52.3,2.0,vw
 Golf,2019,19450,Semi-Auto,5853,Diesel,150.0,52.3,2.0,vw
 Golf,2019,19950,Semi-Auto,7384,Diesel,150.0,52.3,2.0,vw
 Golf,2019,15450,Manual,4075,Diesel,150.0,57.7,1.6,vw
 Golf,2019,14950,Manual,13775,Diesel,150.0,57.7,1.6,vw
 Golf,2019,14950,Manual,10904,Diesel,150.0,57.7,1.6,vw
 Golf,2017,14698,Manual,54457,Diesel,20.0,67.3,2.0,vw
 Golf,2016,15450,Manual,17000,Petrol,20.0,60.1,1.4,vw
 Golf,2016,18998,Manual,12000,Petrol,150.0,47.1,2.0,vw
 Golf,2019,20498,Semi-Auto,5193,Petrol,145.0,43.5,1.5,vw
 Corolla,2019,23888,Automatic,14417,Hybrid,140.0,72.4,2.0,toyota
 Corolla,2019,22495,Automatic,2034,Hybrid,140.0,78.5,1.8,toyota
 Corolla,2020,28495,Automatic,2141,Hybrid,140.0,56.5,1.8,toyota
 Corolla,2019,25195,Automatic,3998,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,21495,Automatic,10420,Hybrid,140.0,85.6,1.8,toyota
 Corolla,2019,21790,Automatic,10120,Hybrid,140.0,78.5,1.8,toyota
 Corolla,2020,24995,Automatic,3989,Hybrid,135.0,57.7,1.8,toyota
 Corolla,2020,22995,Automatic,636,Hybrid,135.0,62.8,1.8,toyota
 Corolla,2019,26995,Automatic,3000,Hybrid,140.0,72.4,2.0,toyota
 Corolla,2019,21995,Automatic,9333,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,17495,Manual,999,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,22050,Automatic,12000,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2020,28795,Automatic,1544,Hybrid,135.0,53.3,2.0,toyota
 Corolla,2020,20692,Manual,7345,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,21495,Automatic,20657,Hybrid,140.0,85.6,1.8,toyota
 Corolla,2019,22514,Automatic,8309,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2020,29450,Automatic,943,Hybrid,135.0,53.3,2.0,toyota
 Corolla,2020,26950,Automatic,3168,Hybrid,135.0,53.3,2.0,toyota
 Corolla,2020,24995,Automatic,2136,Hybrid,135.0,56.5,1.8,toyota
 Corolla,2019,23000,Automatic,6158,Hybrid,140.0,72.4,2.0,toyota
 Corolla,2019,20689,Automatic,7963,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,19219,Manual,384,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,21991,Automatic,5000,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,22980,Automatic,3459,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,15291,Manual,7317,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,22780,Automatic,9980,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2020,19495,Manual,4568,Petrol,150.0,39.2,1.2,toyota
 Corolla,2019,18991,Automatic,7000,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,19291,Automatic,13998,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,23505,Automatic,9264,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,17865,Manual,17197,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,20499,Automatic,4942,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2020,27893,Automatic,3390,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,22226,Automatic,9264,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,16821,Manual,6329,Petrol,145.0,39.2,1.2,toyota
 Corolla,2020,25998,Automatic,5000,Hybrid,140.0,53.3,2.0,toyota
 Corolla,2003,1495,Manual,89000,Petrol,235.0,39.2,1.6,toyota
 Corolla,2019,20995,Automatic,6834,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,17989,Manual,151,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,26999,Automatic,6500,Hybrid,140.0,72.4,2.0,toyota
 Corolla,2004,1250,Manual,111000,Petrol,260.0,37.2,1.8,toyota
 Corolla,2019,16495,Manual,5517,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,17995,Manual,3792,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,16495,Manual,5139,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,23995,Automatic,42,Hybrid,135.0,57.7,1.8,toyota
 Corolla,2020,25995,Automatic,100,Hybrid,135.0,53.3,2.0,toyota
 Corolla,2019,22250,Automatic,10932,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,19995,Automatic,14198,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,22485,Automatic,9111,Hybrid,140.0,78.5,1.8,toyota
 Corolla,2019,20985,Automatic,5372,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,21999,Automatic,17095,Hybrid,140.0,72.4,2.0,toyota
 Corolla,2019,17999,Manual,20,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,17499,Manual,20,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,16299,Manual,18020,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,21450,Automatic,9244,Hybrid,140.0,85.6,1.8,toyota
 Corolla,2019,20499,Automatic,10436,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,16491,Manual,15,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,21450,Automatic,7899,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,21450,Automatic,8908,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2003,2195,Automatic,102000,Petrol,300.0,34.5,1.8,toyota
 Corolla,2019,21995,Automatic,4800,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,22691,Automatic,3698,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,15991,Manual,10,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,15991,Manual,10,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,23490,Automatic,8239,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,25495,Automatic,9317,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2001,899,Automatic,76000,Petrol,300.0,35.3,1.6,toyota
 Corolla,2019,17790,Manual,15,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,17990,Manual,10,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,16990,Manual,10,Petrol,145.0,39.2,1.2,toyota
 Corolla,2008,4295,Manual,76300,Petrol,260.0,36.7,1.8,toyota
 Corolla,2019,19795,Automatic,7841,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,23395,Automatic,10513,Hybrid,140.0,85.6,1.8,toyota
 Corolla,2019,18700,Manual,6597,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,22700,Automatic,6289,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,16790,Manual,97,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,23700,Automatic,3628,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2020,26700,Automatic,3675,Hybrid,135.0,53.3,2.0,toyota
 Corolla,2019,23650,Automatic,8087,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,21990,Automatic,12000,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2020,19790,Manual,3000,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,20450,Automatic,8000,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,16200,Manual,3837,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,21491,Automatic,3993,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2020,25990,Automatic,1112,Other,135.0,53.3,2.0,toyota
 Corolla,2019,21850,Automatic,9300,Hybrid,135.0,58.9,1.8,toyota
 Corolla,2020,23550,Automatic,3000,Hybrid,135.0,58.9,1.8,toyota
 Corolla,2019,21991,Automatic,13000,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,22850,Automatic,9000,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,19990,Automatic,9968,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,19990,Automatic,10175,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,25650,Automatic,4000,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,21350,Automatic,15481,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,22990,Automatic,7000,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,22990,Automatic,6000,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,23650,Automatic,7000,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,21990,Automatic,10055,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2020,18990,Manual,3000,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,21500,Automatic,6610,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,21690,Automatic,9823,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,22750,Automatic,9000,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,22250,Automatic,8563,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,24495,Automatic,2165,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,24295,Automatic,6568,Hybrid,135.0,72.4,2.0,toyota
 Corolla,2019,22000,Automatic,7575,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,16500,Manual,6170,Petrol,145.0,39.2,1.2,toyota
 Corolla,2019,23500,Automatic,6033,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2007,2795,Manual,71248,Petrol,260.0,36.7,1.8,toyota
 Corolla,2005,2495,Manual,88150,Diesel,125.0,58.9,1.4,toyota
 Corolla,2005,3495,Manual,77500,Petrol,235.0,40.4,1.6,toyota
 Corolla,2004,2095,Manual,96000,Petrol,260.0,36.7,1.8,toyota
 Corolla,2019,23250,Automatic,3568,Hybrid,140.0,72.4,2.0,toyota
 Corolla,2019,21494,Automatic,7792,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,21249,Automatic,10353,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,21250,Automatic,7125,Hybrid,135.0,85.6,1.8,toyota
 Corolla,2019,21995,Automatic,8661,Hybrid,135.0,78.5,1.8,toyota
 Corolla,2019,22995,Automatic,4319,Hybrid,140.0,85.6,1.8,toyota
 RAV4,2019,30500,Automatic,13326,Other,140.0,51.1,2.5,toyota
 RAV4,2017,20000,Automatic,30379,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2017,16500,Manual,25271,Diesel,125.0,60.1,2.0,toyota
 RAV4,2016,15995,Manual,11291,Diesel,125.0,60.1,2.0,toyota
 RAV4,2015,13500,Manual,45757,Diesel,125.0,57.6,2.0,toyota
 RAV4,2017,22480,Automatic,25170,Hybrid,135.0,55.4,2.5,toyota
 RAV4,2015,13698,Automatic,43830,Diesel,260.0,42.2,2.2,toyota
 RAV4,2016,17998,Automatic,58377,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,14998,Manual,40054,Diesel,125.0,60.1,2.0,toyota
 RAV4,2013,10998,Automatic,45322,Diesel,260.0,42.2,2.2,toyota
 RAV4,2016,13498,Manual,32061,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,17500,Automatic,26528,Petrol,145.0,43.5,2.0,toyota
 RAV4,2017,16498,Automatic,37539,Petrol,200.0,43.5,2.0,toyota
 RAV4,2014,9698,Manual,80049,Diesel,145.0,53.0,2.0,toyota
 RAV4,2016,14817,Manual,35286,Diesel,125.0,60.1,2.0,toyota
 RAV4,2019,29399,Automatic,9650,Hybrid,135.0,51.1,2.5,toyota
 RAV4,2019,32995,Automatic,7017,Hybrid,135.0,49.6,2.5,toyota
 RAV4,2016,19995,Automatic,40827,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,20495,Automatic,18000,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2016,21495,Automatic,29489,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2019,29995,Automatic,20124,Hybrid,140.0,51.1,2.5,toyota
 RAV4,2016,20495,Automatic,41060,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2017,20795,Automatic,25000,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2015,11995,Manual,49150,Diesel,125.0,57.6,2.0,toyota
 RAV4,2016,13995,Manual,71046,Diesel,125.0,60.1,2.0,toyota
 RAV4,2014,12995,Manual,69401,Diesel,125.0,57.6,2.0,toyota
 RAV4,2016,14495,Manual,49097,Diesel,125.0,60.1,2.0,toyota
 RAV4,2016,14695,Manual,39591,Diesel,125.0,60.1,2.0,toyota
 RAV4,2019,29498,Automatic,9727,Hybrid,135.0,49.6,2.5,toyota
 RAV4,2019,31498,Automatic,9258,Hybrid,135.0,49.6,2.5,toyota
 RAV4,2014,11498,Automatic,47545,Diesel,260.0,42.2,2.2,toyota
 RAV4,2014,10998,Manual,50709,Diesel,150.0,53.0,2.0,toyota
 RAV4,2017,20498,Automatic,10957,Petrol,150.0,43.5,2.0,toyota
 RAV4,2013,10498,Manual,54057,Diesel,160.0,49.6,2.2,toyota
 RAV4,2015,9998,Manual,60998,Diesel,125.0,57.6,2.0,toyota
 RAV4,2015,12998,Manual,41486,Diesel,145.0,53.0,2.0,toyota
 RAV4,2017,13998,Manual,48713,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,14698,Manual,50039,Diesel,145.0,60.1,2.0,toyota
 RAV4,2019,28998,Automatic,10910,Hybrid,135.0,51.1,2.5,toyota
 RAV4,2018,19698,Automatic,21893,Petrol,145.0,43.5,2.0,toyota
 RAV4,2015,15298,Semi-Auto,21232,Petrol,235.0,39.2,2.0,toyota
 RAV4,2019,37440,Automatic,2764,Hybrid,135.0,51.1,2.5,toyota
 RAV4,2016,20990,Automatic,18880,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2017,19998,Automatic,10028,Petrol,145.0,43.5,2.0,toyota
 RAV4,2017,20990,Automatic,29515,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2016,23990,Automatic,25614,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,23990,Automatic,20101,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,13495,Manual,30124,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,15995,Manual,59205,Diesel,125.0,60.1,2.0,toyota
 RAV4,2016,17495,Automatic,58100,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2014,12998,Automatic,41389,Diesel,260.0,42.2,2.2,toyota
 RAV4,2016,13998,Manual,36030,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,14998,Manual,32087,Diesel,145.0,60.1,2.0,toyota
 RAV4,2016,19498,Automatic,19618,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2019,34990,Automatic,5000,Hybrid,135.0,49.6,2.5,toyota
 RAV4,2015,9998,Manual,81503,Diesel,125.0,57.6,2.0,toyota
 RAV4,2017,16295,Manual,34633,Diesel,125.0,60.1,2.0,toyota
 RAV4,2016,17495,Automatic,58100,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2017,16295,Manual,34633,Diesel,125.0,60.1,2.0,toyota
 RAV4,2015,13495,Manual,28308,Diesel,150.0,53.0,2.0,toyota
 RAV4,2016,15200,Manual,27232,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,24070,Automatic,14766,Hybrid,135.0,55.4,2.5,toyota
 RAV4,2016,19970,Automatic,35445,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2019,29570,Automatic,7823,Hybrid,135.0,51.1,2.5,toyota
 RAV4,2017,14498,Manual,41201,Diesel,145.0,60.1,2.0,toyota
 RAV4,2016,17995,Automatic,49254,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2019,27570,Automatic,15581,Hybrid,135.0,52.3,2.5,toyota
 RAV4,2019,34990,Automatic,5660,Hybrid,140.0,49.6,2.5,toyota
 RAV4,2015,14490,Automatic,59454,Diesel,265.0,42.2,2.2,toyota
 RAV4,2017,14495,Manual,37893,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,23070,Automatic,23605,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2019,29995,Automatic,9709,Hybrid,135.0,49.6,2.5,toyota
 RAV4,2014,9798,Manual,77512,Diesel,145.0,53.0,2.0,toyota
 RAV4,2016,14498,Manual,23485,Diesel,125.0,60.1,2.0,toyota
 RAV4,2016,14998,Manual,28083,Diesel,125.0,60.1,2.0,toyota
 RAV4,2014,11998,Semi-Auto,51258,Petrol,235.0,39.2,2.0,toyota
 RAV4,2014,10995,Manual,59627,Diesel,125.0,57.6,2.0,toyota
 RAV4,2019,27293,Automatic,19814,Hybrid,135.0,49.6,2.5,toyota
 RAV4,2017,19988,Automatic,31057,Hybrid,135.0,57.6,2.5,toyota
 RAV4,2014,9998,Manual,78650,Diesel,160.0,49.6,2.2,toyota
 RAV4,2017,21971,Automatic,37258,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,19452,Automatic,27176,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2017,20667,Automatic,25000,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2013,10990,Automatic,45000,Diesel,260.0,42.2,2.2,toyota
 RAV4,2017,18495,Automatic,40101,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2016,13995,Manual,38338,Diesel,125.0,60.1,2.0,toyota
 RAV4,2019,31995,Automatic,11970,Hybrid,140.0,49.6,2.5,toyota
 RAV4,2019,31995,Automatic,11728,Hybrid,140.0,49.6,2.5,toyota
 RAV4,2017,19990,Automatic,29802,Hybrid,135.0,55.4,2.5,toyota
 RAV4,2016,14295,Manual,31887,Diesel,125.0,60.1,2.0,toyota
 RAV4,2017,22795,Automatic,20216,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,18500,Automatic,46035,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2015,11495,Manual,44652,Diesel,150.0,53.0,2.0,toyota
 RAV4,2014,10999,Manual,57942,Diesel,145.0,53.0,2.0,toyota
 RAV4,2017,21998,Automatic,13285,Hybrid,135.0,57.6,2.5,toyota
 RAV4,2016,17250,Automatic,60602,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,18695,Automatic,46035,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2017,13998,Manual,32815,Diesel,125.0,60.1,2.0,toyota
 RAV4,2014,9780,Manual,88870,Diesel,125.0,57.6,2.0,toyota
 RAV4,2016,18998,Automatic,30117,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2015,10995,Manual,63000,Diesel,165.0,49.6,2.2,toyota
 RAV4,2017,22995,Automatic,28486,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,19490,Automatic,30000,Hybrid,20.0,57.6,2.5,toyota
 RAV4,2015,12480,Automatic,45848,Diesel,265.0,42.2,2.2,toyota
 RAV4,2017,21000,Automatic,27999,Hybrid,135.0,57.6,2.5,toyota
 RAV4,2016,21000,Automatic,31059,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2014,10999,Manual,57942,Diesel,145.0,53.0,2.0,toyota
 RAV4,2017,22000,Automatic,19511,Hybrid,20.0,55.4,2.5,toyota
 RAV4,2016,12498,Manual,49814,Diesel,125.0,60.1,2.0,toyota
 RAV4,2018,25500,Automatic,18861,Hybrid,135.0,55.4,2.5,toyota
 Superb,2019,18998,Semi-Auto,8545,Diesel,145.0,62.8,2.0,skoda
 Octavia,2018,12698,Manual,12290,Diesel,145.0,68.9,1.6,skoda
